Application,General_Name,Category,Approved,PO_number,Quantity,PO_Order_Date,Term_Start_date,Term_End_date,Unit_Price,Total_Amount
Update for Microsoft Office 2013 (KB4011677) 64-Bit Edition,Microsoft Updates,Image,,,,,,,,
Update for Microsoft Office 2013 (KB4018378) 32-Bit Edition,Microsoft Updates,Image,,,,,,,,
Update for Microsoft Office 2013 (KB4018378) 64-Bit Edition,Microsoft Updates,Image,,,,,,,,
Update for Microsoft Office 2013 (KB4022212) 32-Bit Edition,Microsoft Updates,Image,,,,,,,,
Update for Microsoft Office 2013 (KB4022212) 64-Bit Edition,Microsoft Updates,Image,,,,,,,,
Update for Microsoft Office 2013 (KB5002151) 32-Bit Edition,Microsoft Updates,Image,,,,,,,,
Update for Microsoft Office 2013 (KB5002151) 64-Bit Edition,Microsoft Updates,Image,,,,,,,,
Update for Microsoft Office 2013 (KB5002274) 32-Bit Edition,Microsoft Updates,Image,,,,,,,,
Update for Microsoft Office 2013 (KB5002274) 64-Bit Edition,Microsoft Updates,Image,,,,,,,,
Update for Microsoft Office Project 2007 Help (KB963668),Microsoft Updates,Image,,,,,,,,
Update for Microsoft OneDrive for Business (KB4022226) 64-Bit Edition,Microsoft Updates,Image,,,,,,,,
Update for Microsoft OneNote 2013 (KB4011281) 64-Bit Edition,Microsoft Updates,Image,,,,,,,,
Update for Microsoft SharePoint Designer 2010 (KB2881023) 32-Bit Edition,Microsoft Updates,Image,,,,,,,,
Update for Microsoft SharePoint Designer 2013 (KB3114721) 64-Bit Edition,Microsoft Updates,Image,,,,,,,,
Update for Microsoft SharePoint Workspace 2010 (KB2760601) 32-Bit Edition,Microsoft Updates,Image,,,,,,,,
Update for Microsoft Visio 2010 (KB2553444) 32-Bit Edition,Microsoft Updates,Image,,,,,,,,
Update for Microsoft Visio 2010 (KB2881025) 32-Bit Edition,Microsoft Updates,Image,,,,,,,,
Update for Microsoft Visio Viewer 2013 (KB2817301) 32-Bit Edition,Microsoft Updates,Image,,,,,,,,
Update for Microsoft Visio Viewer 2013 (KB2817301) 64-Bit Edition,Microsoft Updates,Image,,,,,,,,
Update for Microsoft Visual Studio 2015 (KB3095681),Microsoft Updates,Image,,,,,,,,
Update for Microsoft Visual Studio 2015 (KB3165756),Microsoft Updates,Image,,,,,,,,
Update for Microsoft Visual Studio Web Authoring Component (KB945140),Microsoft Updates,Image,,,,,,,,
Update for Skype for Business 2015 (KB4484289) 32-Bit Edition,Microsoft Updates,Image,,,,,,,,
Update for Skype for Business 2015 (KB4484289) 64-Bit Edition,Microsoft Updates,Image,,,,,,,,
Update for Windows 10 for x64-based Systems (KB4023057),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Update for Windows 10 for x64-based Systems (KB4480730),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Update for Windows 10 for x64-based Systems (KB5001716),Microsoft Windows Drivers / Tools,Image,,,,,,,,
UpdateAssistant,Microsoft Windows Drivers / Tools,Image,,,,,,,,
UPS WorldShip,UPS,Freeware,,,,,,,,
UPSDB,UPS,Freeware,,,,,,,,
UPSICC,UPS,Freeware,,,,,,,,
UPSlinkHTTP,UPS,Freeware,,,,,,,,
UPSVC2013MM,Microsoft Visual Studio components,Licensed,YES,,,,,,,
US - Colemak-DHm ANSI,US - Colemak-DHm,Freeware,,,,,,,,
USB Enhanced Performance Keyboard,Lenovo Software,Image,,,,,,,,
USB Link Cable (XBTZG935),USB Link Cable (XBTZG935),Freeware,,,,,,,,
USB to Serial Cable Driver Installer,Miscellaneous Drivers,Freeware,,,,,,,,
USBCOMInstaller,USBCOMInstaller,Licensed,YES,,,,,,,
usbdio-setup,usbdio-setup,Freeware,,,,,,,,
USBPcap 1.1.0.0-g794bf26-5,USBPcap,Freeware,,,,,,,,
USBPcap 1.3.0.0,USBPcap,Freeware,,,,,,,,
USBPcap 1.5.4.0,USBPcap,Freeware,,,,,,,,
UsbRepairTool,Microsoft Windows Drivers / Tools,Image,,,,,,,,
User Productivity Kit V12.1.0 Developer Client (C:\Program Files (x86)\User Productivity Kit\UPK Developer 12_1Client),User Productivity kit,Freeware,,,,,,,,
User State Migration Tool,Microsoft Windows Drivers / Tools,Image,,,,,,,,
UXP WebView Support,Adobe,Licensed,YES,12103128,353,2022-11-23,2022-11-30,2025-11-29,1811655,1811655
Vagrant,Vagrant,Freeware,,,,,,,,
VanDyke Software SecureCRT 6.7,VanDyke Software SecureCRT,Freeware,,,,,,,,
VanDyke Software SecureCRT 8.0,VanDyke Software SecureCRT,Freeware,,,,,,,,
VanDyke Software SecureCRT 8.5,VanDyke Software SecureCRT,Freeware,,,,,,,,
VanDyke Software SecureCRT 8.7,VanDyke Software SecureCRT,Freeware,,,,,,,,
VanDyke Software SecureCRT and SecureFX 8.0,VanDyke Software SecureCRT,Freeware,,,,,,,,
VanDyke Software SecureCRT and SecureFX 8.1,VanDyke Software SecureCRT,Freeware,,,,,,,,
VanDyke Software SecureCRT and SecureFX 8.5,VanDyke Software SecureCRT,Freeware,,,,,,,,
VB Decompiler Lite,Microsoft Visual Studio components,Licensed,YES,,,,,,,
VC 9.0 Runtime,Microsoft Visual Studio components,Licensed,YES,,,,,,,
VC Runtimes MSI,Microsoft Visual Studio components,Licensed,YES,,,,,,,
VC_CRT_x64,Microsoft Visual Studio components,Licensed,YES,,,,,,,
VC80CRTRedist - 8.0.50727.6195,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vcpp_crt.redist.clickonce,Microsoft Windows Drivers / Tools,Image,,,,,,,,
VcXsrv,Microsoft Visual Studio components,Licensed,YES,,,,,,,
VdWinIo Driver,Miscellaneous Drivers,Freeware,,,,,,,,
Velocity,Velocity,Licensed,YES,12210335,,,,,,
Velocity Console,Velocity Console,Licensed,YES,12210335,,,,,,
Velocity License Server,Velocity License Server,Licensed,YES,12210335,,,,,,
"Veraport20(Security module management) G3 - 3,8,6,6 - x64",Veraport20(Security module management),Freeware,,,,,,,,
VeriFone MxDownloader,VeriFone MxDownloader,Licensed,NO,,,,,,,
VerifoneUnifiedDriverInstaller64,Miscellaneous Drivers,Freeware,,,,,,,,
VerifoneUnifiedDriverInstaller64 Build 2,Miscellaneous Drivers,Freeware,,,,,,,,
VeriSafe Absence of Voltage Tester Module Profile,VeriSafe Absence of Voltage Tester Module Profile,Freeware,,,,,,,,
VeriShield File Signing Tool 07.00.04,VeriShield File Signing Tool,Licensed,NO,,,,,,,
VerseVIEW,VerseVIEW,Freeware,,,,,,,,
Versioning,Versioning,Freeware,,,,,,,,
Video Win Movie Maker 2016,Video Win Movie Maker,Freeware,,,,,,,,
VideoPad Video Editor,VideoPad Video Editor,Freeware,,,,,,,,
VidyoClientForWeb,VidyoClientForWeb,Licensed,YES,,,,,,,
ViewSplit version 1.0.0,ViewSplit,Freeware,,,,,,,,
Vijeo Designer Runtime,Vijeo Designer Runtime,Freeware,,,,,,,,
Vijeo-Designer Lite,Vijeo-Designer Lite,Freeware,,,,,,,,
Vim 7.4 (self-installing),Vim,Freeware,,,,,,,,
Vim 8.2,Vim,Freeware,,,,,,,,
VirtualCloneDrive,VirtualCloneDrive,Freeware,,,,,,,,
Visual Basic,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Basic for Applications (R) Core,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Basic for Applications (R) Core - English,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ 10.0 CRT (x64),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ 2008 - x64 (KB958357) - v9.0.30729.177,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ 2008 - x86 (KB958357) - v9.0.30729.177,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ 2008 IA64 Runtime - (v9.0.30729),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ 2008 IA64 Runtime - v9.0.30729.01,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ 2008 x64 Runtime - (v9.0.30729),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ 2008 x64 Runtime - v9.0.30729.01,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ 2008 x86 Runtime - (v9.0.30729),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ 2008 x86 Runtime - (v9.0.30729.4148),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ 2008 x86 Runtime - (v9.0.30729.6161),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ 2008 x86 Runtime - v9.0.30729.01,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ 2008 x86 Runtime - v9.0.30729.4148,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ 2008 x86 Runtime - v9.0.30729.6161,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools Premium ARM Base Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools Premium ARM Base Resource Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools Premium X64 ARM Cross Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools Premium X64 ARM Cross Resource Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools Premium X64 Base Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools Premium X64 Base Resource Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools Premium X64 Native Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools Premium X64 Native Resource Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools Premium X64 X86 Cross Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools Premium X64 X86 Cross Resource Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools Premium X86 ARM Cross Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools Premium X86 ARM Cross Resource Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools Premium X86 Base Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools Premium X86 Base Resource Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools Premium X86 Native Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools Premium X86 Native Resource Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools Premium X86 X64 Cross Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools Premium X86 X64 Cross Resource Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools X64 ARM Cross Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools X64 ARM Cross Resource Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools X64 Base Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools X64 Base Resource Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools X64 Native Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools X64 Native Resource Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools X64 X86 Cross Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools X64 X86 Cross Resource Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools X86 ARM Cross Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools X86 ARM Cross Resource Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools X86 Base Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools X86 Base Resource Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools X86 Native Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools X86 Native Resource Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools X86 X64 Cross Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Compiler/Tools X86 X64 Cross Resource Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ CRT Headers Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Extra Files,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Extra Resource Files,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ IDE Base Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ IDE Base Resource Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ IDE Common Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ IDE Common Resource Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ IDE Core Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ IDE Core Professional Plus Resource Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ IDE Debugger Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ IDE Debugger Resource Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ IDE Express All Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ IDE Professional Core Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ IDE x64 Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library ATL ARM Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library ATL Headers Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library ATL Source Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library ATL X64 Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library ATL X86 Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library CRT Appx Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library CRT Appx Resource Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library CRT ARM Desktop Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library CRT ARM OneCore For Desktop Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library CRT ARM Redist Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library CRT ARM Store Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library CRT ARM64 Appx Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library CRT Desktop Appx Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library CRT Redist Resource Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library CRT Source Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library CRT X64 Desktop Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library CRT X64 OneCore For Desktop Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library CRT X64 Redist Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library CRT X64 Store Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library CRT X86 Desktop Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library CRT X86 OneCore For Desktop Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library CRT X86 Redist Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library CRT X86 Store Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library MFC Headers Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library MFC MBCS Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library MFC Source Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library MFC X64 Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library MFC X86 Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library PGO ARM Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library PGO Headers Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library PGO X64 Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ Library PGO X86 Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ MSBuild ARM Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ MSBuild Base Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ MSBuild Base Resource Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ MSBuild X64 Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual C++ MSBuild X86 Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual FoxPro ODBC Driver,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Visual Studio .NET Prerequisites - English,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio 2005 Tools for Office Second Edition Runtime,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio 2010 Prerequisites - English,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio 2010 Tools for SQL Server Compact 3.5 SP2 ENU,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio 2012 Prerequisites,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio 2012 Prerequisites - ENU Language Pack,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio 2012 Verification SDK,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio 2013 Prerequisites,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio 2013 Prerequisites - ENU Language Pack,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio 2015 Prerequisites,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio 2015 Prerequisites - ENU Language Pack,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio 2015 Update 3 (KB3022398),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio 2017 Isolated Shell for SSMS,Microsoft Visual Studio 2017,Licensed,YES,,,,,,,
Visual Studio Build Tools 2017,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio Build Tools 2017 (2),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio Build Tools 2019,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio Build Tools 2019 (2),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio Build Tools 2022,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio Build Tools 2022 (2),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio Community 2017,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio Community 2019,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio Community 2019 (2),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio Community 2022,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio Community 2022 (2),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio Enterprise 2019,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio Enterprise 2019 (2),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio Enterprise 2022,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio Graphics Analyzer,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio Graphics Analyzer (x64),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio Professional 2017,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio Professional 2019,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio Professional 2022,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio Professional 2022 (2),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio Professional 2022 (3),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio Professional 2022 LTSC 17.0,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio Professional 2022 LTSC 17.6,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio Professional 2022 Preview,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio Tools for the Office system 3.0 Runtime,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visual Studio Tools for the Office system 3.0 Runtime Service Pack 1 (KB949258),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Visualizer LTSE 1.2.8.51,Visualizer LTSE,Freeware,,,,,,,,
Visualware BCS,Visualware BCS,Freeware,,,,,,,,
Vivaldi,Vivaldi,Freeware,,,,,,,,
VLC media player,VLC media player,Freeware,,,,,,,,
VMware Client Integration Plug-in 6.0.0,VMware Client Integration Plug-in,Freeware,,,,,,,,
VMware Dynamic Environment Manager Enterprise,VMware Dynamic Environment Manager Enterprise,Freeware,,,,,,,,
VMware Enhanced Authentication Plug-in 6.7.0,VMware Enhanced Authentication Plug-in,Freeware,,,,,,,,
VMware Fusion PC Migration Agent,VMware Fusion PC Migration Agent,Freeware,,,,,,,,
VMware Horizon Client,VMware Horizon,Freeware,,,,,,,,
VMware Horizon HTML5 Multimedia Redirection Client,VMware Horizon,Freeware,,,,,,,,
VMware Horizon Media Engine 11.0.0.613 (64-bit),VMware Horizon,Freeware,,,,,,,,
VMware Horizon Media Engine 11.0.0.614 (64-bit),VMware Horizon,Freeware,,,,,,,,
VMware Horizon Media Engine 11.0.0.616 (64-bit),VMware Horizon,Freeware,,,,,,,,
VMware Horizon Media Engine 11.0.0.617 (64-bit),VMware Horizon,Freeware,,,,,,,,
VMware Horizon Media Engine 12.0.0.0 (64-bit),VMware Horizon,Freeware,,,,,,,,
VMware Horizon Media Engine 13.0.0.0 (64-bit),VMware Horizon,Freeware,,,,,,,,
VMware Horizon Media Engine 14.0.0.0 (64-bit),VMware Horizon,Freeware,,,,,,,,
VMware Horizon Media Engine 15.0.0.0 (64-bit),VMware Horizon,Freeware,,,,,,,,
VMware Horizon Media Engine 16.0.0.0 (64-bit),VMware Horizon,Freeware,,,,,,,,
VMware Horizon Media Engine 5.0.0.508 (64-bit),VMware Horizon,Freeware,,,,,,,,
VMware Horizon Media Engine 6.0.0.523 (64-bit),VMware Horizon,Freeware,,,,,,,,
VMware Horizon Media Redirection for Microsoft Teams,VMware Horizon,Freeware,,,,,,,,
VMware OVF Tool,VMware OVF Tool,Freeware,,,,,,,,
VMware Player,VMware Player,Freeware,,,,,,,,
VMware Plug-in Service,VMware Plug-in Service,Freeware,,,,,,,,
VMware Remote Console,VMware Remote Console,Freeware,,,,,,,,
VMware Tools,VMware Tools,Freeware,,,,,,,,
VMware User Environment Manager,VMware User Environment,Freeware,,,,,,,,
VMware vCenter Converter Standalone Agent,VMware vCenter Converter Standalone Agent,Freeware,,,,,,,,
VMware VIX,VMware VIX,Freeware,,,,,,,,
VMware vSphere Client 5.1,VMware vSphere Client,Licensed,YES,12063153,1,2021-07-09,2022-07-08,2025-06-08,5190706,5190706
VMware vSphere Client 6.0,VMware vSphere Client,Licensed,YES,12063153,1,2021-07-09,2022-07-08,2025-06-08,5190706,5190706
VMware Workstation,VMware Workstation,Freeware,,,,,,,,
VNC 3.3.6,VNC Viewer,Freeware,,,,,,,,
VNC Free Edition 4.1.2,VNC Viewer,Freeware,,,,,,,,
VNC Server 6.11.0,VNC Server,Licensed,YES,12228184,1,2024-02-21,2024-03-14,2025-03-14,6000,6000
VNC Viewer 6.20.113,VNC Viewer,Freeware,,,,,,,,
VNC Viewer 6.21.1109,VNC Viewer,Freeware,,,,,,,,
VNC Viewer 6.21.406,VNC Viewer,Freeware,,,,,,,,
VNC Viewer 6.22.315,VNC Viewer,Freeware,,,,,,,,
VNC Viewer 6.22.515,VNC Viewer,Freeware,,,,,,,,
VNC Viewer 6.22.826,VNC Viewer,Freeware,,,,,,,,
VNC Viewer 7.0.0,VNC Viewer,Freeware,,,,,,,,
VNC Viewer 7.1.0,VNC Viewer,Freeware,,,,,,,,
Vocalizer Expressive 2.2 Tom Compact,Vocalizer Expression,Freeware,,,,,,,,
Vocalizer Expressive 2.2 Zoe Compact,Vocalizer Expression,Freeware,,,,,,,,
VplusGo Player,VplusGo Player,Freeware,,,,,,,,
vPresenter Pro,vPresenter Pro,Freeware,,,,,,,,
VS Immersive Activate Helper,Microsoft Visual Studio components,Licensed,YES,,,,,,,
VS JIT Debugger,Microsoft Visual Studio components,Licensed,YES,,,,,,,
VS Script Debugging Common,Microsoft Visual Studio components,Licensed,YES,,,,,,,
VS Update core components,Microsoft Visual Studio components,Licensed,YES,,,,,,,
VS WCF Debugging,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_BlendMsi,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_clickoncebootstrappermsi,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_clickoncebootstrappermsires,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_clickoncesigntoolmsi,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_codecoveragemsi,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_communitymsi,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_communitymsires,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_communitysharedmsi,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_communityx64msi,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_CoreEditorFonts,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_devenvmsi,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_devenvsharedmsi,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_devenx64vmsi,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_filehandler_amd64,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_filehandler_x86,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_FileTracker_Singleton,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_githubprotocolhandlermsi,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_Graphics_Singletonx64,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_Graphics_Singletonx86,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_loadtestexceladdinmsi,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_minshellinteropmsi,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_minshellinteropsharedmsi,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_minshellinteropx64msi,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_minshellmsi,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_minshellmsires,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_minshellsharedmsi,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_minshellx64msi,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_networkemulationmsi_x64,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_professionalmsi,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_SQLClickOnceBootstrappermsi,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_tipsmsi,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_update3notification,Microsoft Visual Studio components,Licensed,YES,,,,,,,
